STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TRANSPORT_MODE,Transport mode,VEHICLE_TYPE,Vehicle type,INFRASTRUCTURE_TYPE,Infrastructure type,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,LUX,Luxembourg,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,MAR,Maritime,_T,Total,_T,Total,2019,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,MDA,Moldova,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,MAR,Maritime,_T,Total,_T,Total,2019,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,MDA,Moldova,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,MAR,Maritime,_T,Total,_T,Total,2022,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,MDA,Moldova,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,MAR,Maritime,_T,Total,_T,Total,2021,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,AUT,Austria,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,MAR,Maritime,_T,Total,_T,Total,2021,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,AUT,Austria,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,MAR,Maritime,_T,Total,_T,Total,2020,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,AUT,Austria,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,MAR,Maritime,_T,Total,_T,Total,2019,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,ISR,Israel,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,MAR,Maritime,_T,Total,_T,Total,2020,,3049375,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,ESP,Spain,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,MAR,Maritime,_T,Total,_T,Total,2020,,16771172,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,BEL,Belgium,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,MAR,Maritime,_T,Total,_T,Total,2019,,12200000,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,HRV,Croatia,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,MAR,Maritime,_T,Total,_T,Total,2022,,420038,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,CAN,Canada,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,RAIL,Rail,_T,Total,_T,Total,2020,,3732383,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,GEO,Georgia,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,MAR,Maritime,_T,Total,_T,Total,2020,,490370,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,SWE,Sweden,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,MAR,Maritime,_T,Total,_T,Total,2019,,1237228,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,EST,Estonia,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,MAR,Maritime,_T,Total,_T,Total,2020,,215905,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,SVN,Slovenia,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,MAR,Maritime,_T,Total,_T,Total,2020,,918054,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,NOR,Norway,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,RAIL,Rail,_T,Total,_T,Total,2020,,296342,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,ITA,Italy,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,RAIL,Rail,_T,Total,_T,Total,2020,,2474900,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,AZE,Azerbaijan,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,MAR,Maritime,_T,Total,_T,Total,2020,,40345,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,AZE,Azerbaijan,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,RAIL,Rail,_T,Total,_T,Total,2020,,47984,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,IRL,Ireland,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,MAR,Maritime,_T,Total,_T,Total,2019,,1063488,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,ARM,Armenia,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,MAR,Maritime,_T,Total,_T,Total,2020,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,POL,Poland,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,RAIL,Rail,_T,Total,_T,Total,2020,,2352472,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,ITA,Italy,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,MAR,Maritime,_T,Total,_T,Total,2022,,10130487,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,CHL,Chile,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,RAIL,Rail,_T,Total,_T,Total,2021,,120530,,P,Provisional value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,FRA,France,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,MAR,Maritime,_T,Total,_T,Total,2020,,5254491,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,LVA,Latvia,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,RAIL,Rail,_T,Total,_T,Total,2020,,65345,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,ISR,Israel,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,RAIL,Rail,_T,Total,_T,Total,2020,,203063,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,CHE,Switzerland,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,MAR,Maritime,_T,Total,_T,Total,2020,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,RUS,Russia,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,MAR,Maritime,_T,Total,_T,Total,2020,,4122782,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,HRV,Croatia,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,RAIL,Rail,_T,Total,_T,Total,2020,,162740,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,NLD,Netherlands,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,RAIL,Rail,_T,Total,_T,Total,2020,,1652643,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,AUT,Austria,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,RAIL,Rail,_T,Total,_T,Total,2020,,1699626,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,LIE,Liechtenstein,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,MAR,Maritime,_T,Total,_T,Total,2021,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,GEO,Georgia,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,RAIL,Rail,_T,Total,_T,Total,2020,,82526,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,TUR,Türkiye,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,MAR,Maritime,_T,Total,_T,Total,2022,,12366382,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,FIN,Finland,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,MAR,Maritime,_T,Total,_T,Total,2020,,1494014,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,USA,United States,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,MAR,Maritime,_T,Total,_T,Total,2022,,40096869,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,BLR,Belarus,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,MAR,Maritime,_T,Total,_T,Total,2020,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,HUN,Hungary,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,MAR,Maritime,_T,Total,_T,Total,2022,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,LUX,Luxembourg,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,RAIL,Rail,_T,Total,_T,Total,2021,,176546,,B,Time series break,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,DEU,Germany,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,MAR,Maritime,_T,Total,_T,Total,2022,,13856306,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,LTU,Lithuania,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,RAIL,Rail,_T,Total,_T,Total,2020,,149779,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,MDA,Moldova,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,RAIL,Rail,_T,Total,_T,Total,2022,,96,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,KAZ,Kazakhstan,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,RAIL,Rail,_T,Total,_T,Total,2020,,876,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,BGR,Bulgaria,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,RAIL,Rail,_T,Total,_T,Total,2020,,104116,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,GBR,United Kingdom,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,MAR,Maritime,_T,Total,_T,Total,2022,,9676000,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,SVK,Slovak Republic,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,RAIL,Rail,_T,Total,_T,Total,2020,,106780,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,GRC,Greece,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,MAR,Maritime,_T,Total,_T,Total,2022,,4850624,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,ISL,Iceland,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,RAIL,Rail,_T,Total,_T,Total,2020,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,POL,Poland,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,MAR,Maritime,_T,Total,_T,Total,2020,,2607318,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,ROU,Romania,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,RAIL,Rail,_T,Total,_T,Total,2019,,100777,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,SVN,Slovenia,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,RAIL,Rail,_T,Total,_T,Total,2020,,515472,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,CZE,Czechia,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,RAIL,Rail,_T,Total,_T,Total,2020,,1656659,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,LVA,Latvia,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,RAIL,Rail,_T,Total,_T,Total,2022,,93118,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,LVA,Latvia,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,RAIL,Rail,_T,Total,_T,Total,2021,,74519,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,ISR,Israel,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,RAIL,Rail,_T,Total,_T,Total,2019,,233146,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,ISR,Israel,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,RAIL,Rail,_T,Total,_T,Total,2021,,219695,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,CHE,Switzerland,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,MAR,Maritime,_T,Total,_T,Total,2019,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,CHE,Switzerland,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,MAR,Maritime,_T,Total,_T,Total,2022,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,CHE,Switzerland,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,MAR,Maritime,_T,Total,_T,Total,2021,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,RUS,Russia,A,Annual,CONTAINER,Container transport,TEU,Twenty-foot equivalent units,MAR,Maritime,_T,Total,_T,Total,2019,,4067749,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,SWE,Sweden,A,Annual,CONTAINER,Container transport,T,Tonnes,MAR,Maritime,_T,Total,_T,Total,2022,,13998,,A,Normal value,3,Thousands,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,SWE,Sweden,A,Annual,CONTAINER,Container transport,T,Tonnes,MAR,Maritime,_T,Total,_T,Total,2021,,14191,,A,Normal value,3,Thousands,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,CHE,Switzerland,A,Annual,CONTAINER,Container transport,T,Tonnes,MAR,Maritime,_T,Total,_T,Total,2021,,,,M,Missing value; data cannot exist,3,Thousands,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,CHE,Switzerland,A,Annual,CONTAINER,Container transport,T,Tonnes,MAR,Maritime,_T,Total,_T,Total,2020,,,,M,Missing value; data cannot exist,3,Thousands,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,CHE,Switzerland,A,Annual,CONTAINER,Container transport,T,Tonnes,MAR,Maritime,_T,Total,_T,Total,2019,,,,M,Missing value; data cannot exist,3,Thousands,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,LIE,Liechtenstein,A,Annual,CONTAINER,Container transport,T,Tonnes,MAR,Maritime,_T,Total,_T,Total,2019,,,,M,Missing value; data cannot exist,3,Thousands,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,LIE,Liechtenstein,A,Annual,CONTAINER,Container transport,T,Tonnes,MAR,Maritime,_T,Total,_T,Total,2022,,,,M,Missing value; data cannot exist,3,Thousands,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,LIE,Liechtenstein,A,Annual,CONTAINER,Container transport,T,Tonnes,MAR,Maritime,_T,Total,_T,Total,2021,,,,M,Missing value; data cannot exist,3,Thousands,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,PRT,Portugal,A,Annual,CONTAINER,Container transport,T,Tonnes,MAR,Maritime,_T,Total,_T,Total,2019,,26552,,A,Normal value,3,Thousands,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,PRT,Portugal,A,Annual,CONTAINER,Container transport,T,Tonnes,MAR,Maritime,_T,Total,_T,Total,2020,,27953,,A,Normal value,3,Thousands,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,PRT,Portugal,A,Annual,CONTAINER,Container transport,T,Tonnes,MAR,Maritime,_T,Total,_T,Total,2022,,29112,,A,Normal value,3,Thousands,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,JPN,Japan,A,Annual,CONTAINER,Container transport,T,Tonnes,RAIL,Rail,_T,Total,_T,Total,2019,,23506,,A,Normal value,3,Thousands,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,JPN,Japan,A,Annual,CONTAINER,Container transport,T,Tonnes,RAIL,Rail,_T,Total,_T,Total,2021,,20819,,A,Normal value,3,Thousands,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,RUS,Russia,A,Annual,CONTAINER,Container transport,T,Tonnes,MAR,Maritime,_T,Total,_T,Total,2019,,56503,,A,Normal value,3,Thousands,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,ARM,Armenia,A,Annual,CONTAINER,Container transport,T,Tonnes,MAR,Maritime,_T,Total,_T,Total,2021,,,,M,Missing value; data cannot exist,3,Thousands,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,ARM,Armenia,A,Annual,CONTAINER,Container transport,T,Tonnes,MAR,Maritime,_T,Total,_T,Total,2020,,,,M,Missing value; data cannot exist,3,Thousands,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,ARM,Armenia,A,Annual,CONTAINER,Container transport,T,Tonnes,MAR,Maritime,_T,Total,_T,Total,2019,,,,M,Missing value; data cannot exist,3,Thousands,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,ITA,Italy,A,Annual,CONTAINER,Container transport,T,Tonnes,RAIL,Rail,_T,Total,_T,Total,2019,,45493,,A,Normal value,3,Thousands,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,ITA,Italy,A,Annual,CONTAINER,Container transport,T,Tonnes,RAIL,Rail,_T,Total,_T,Total,2022,,47782,,A,Normal value,3,Thousands,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,ITA,Italy,A,Annual,CONTAINER,Container transport,T,Tonnes,RAIL,Rail,_T,Total,_T,Total,2021,,46373,,A,Normal value,3,Thousands,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,SVN,Slovenia,A,Annual,CONTAINER,Container transport,T,Tonnes,MAR,Maritime,_T,Total,_T,Total,2021,,9034,,A,Normal value,3,Thousands,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,SVN,Slovenia,A,Annual,CONTAINER,Container transport,T,Tonnes,MAR,Maritime,_T,Total,_T,Total,2020,,8120,,A,Normal value,3,Thousands,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,SVN,Slovenia,A,Annual,CONTAINER,Container transport,T,Tonnes,MAR,Maritime,_T,Total,_T,Total,2019,,8971,,A,Normal value,3,Thousands,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,AZE,Azerbaijan,A,Annual,CONTAINER,Container transport,T,Tonnes,MAR,Maritime,_T,Total,_T,Total,2021,,631,,A,Normal value,3,Thousands,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,AZE,Azerbaijan,A,Annual,CONTAINER,Container transport,T,Tonnes,MAR,Maritime,_T,Total,_T,Total,2020,,512,,A,Normal value,3,Thousands,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,AZE,Azerbaijan,A,Annual,CONTAINER,Container transport,T,Tonnes,MAR,Maritime,_T,Total,_T,Total,2019,,435,,A,Normal value,3,Thousands,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,ISR,Israel,A,Annual,CONTAINER,Container transport,T,Tonnes,RAIL,Rail,_T,Total,_T,Total,2019,,2547,,A,Normal value,3,Thousands,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,ISR,Israel,A,Annual,CONTAINER,Container transport,T,Tonnes,RAIL,Rail,_T,Total,_T,Total,2021,,2176,,A,Normal value,3,Thousands,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,CZE,Czechia,A,Annual,CONTAINER,Container transport,T,Tonnes,MAR,Maritime,_T,Total,_T,Total,2019,,,,M,Missing value; data cannot exist,3,Thousands,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,CZE,Czechia,A,Annual,CONTAINER,Container transport,T,Tonnes,MAR,Maritime,_T,Total,_T,Total,2020,,,,M,Missing value; data cannot exist,3,Thousands,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,CZE,Czechia,A,Annual,CONTAINER,Container transport,T,Tonnes,MAR,Maritime,_T,Total,_T,Total,2022,,,,M,Missing value; data cannot exist,3,Thousands,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,SVK,Slovak Republic,A,Annual,CONTAINER,Container transport,T,Tonnes,MAR,Maritime,_T,Total,_T,Total,2021,,,,M,Missing value; data cannot exist,3,Thousands,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,SVK,Slovak Republic,A,Annual,CONTAINER,Container transport,T,Tonnes,MAR,Maritime,_T,Total,_T,Total,2020,,,,M,Missing value; data cannot exist,3,Thousands,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,SVK,Slovak Republic,A,Annual,CONTAINER,Container transport,T,Tonnes,MAR,Maritime,_T,Total,_T,Total,2019,,,,M,Missing value; data cannot exist,3,Thousands,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,CAN,Canada,A,Annual,CONTAINER,Container transport,T,Tonnes,RAIL,Rail,_T,Total,_T,Total,2019,,37138,,A,Normal value,3,Thousands,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSCONT(1.0),Annual container transport,I,CAN,Canada,A,Annual,CONTAINER,Container transport,T,Tonnes,RAIL,Rail,_T,Total,_T,Total,2022,,36809,,A,Normal value,3,Thousands,1,One
